Product Name,Current Price,Old Price,Rating
Dr. Rashel 2 In 1 Vitamin C Brightening Face Cream And Serum (Dr Rashell),"KSh 1,077","KSh 1,496",N/A
Dr. Rashel Vitamin C Face Serum -50ml Dr Rashel.,KSh 542,KSh 570,N/A
Medix 5.5 VITAMIN C & GLYCOLIC ACID Firming & Brightening Facial Serum,"KSh 1,099","KSh 2,000",N/A
Garnier Even & Matte Vitamin C Booster Serum 30ml.,"KSh 1,720","KSh 2,000",N/A
Disaar Vitamin C Glow & Moisture Face Serum With Hyaluronic Acid For Anti-Aging Whitening & Removing Acnes,KSh 605,N/A,N/A
Aichun Beauty Black Facial Mask + Vitamin C Serum,KSh 578,"KSh 1,043",N/A
"Disaar  3Pcs Vitamin C Face Cream, Serum & Cleanser Gentle Brightening Cleanse Anti-Aging & Improve Texture","KSh 1,500",N/A,N/A
Garnier BRIGHT COMPLETE 30x VITAMIN C BOOSTER SERUM 30ML,"KSh 1,999","KSh 2,999",N/A
"Disaar  Vitamin C Face Serum And Soap For Deep Cleansing, Brightening And Skin Nourishing","KSh 2,500",N/A,N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum,KSh 499,KSh 799,N/A
Garnier Skin Active Even & Matte Vitamin C Booster Serum,"KSh 2,999","KSh 3,999",N/A
"Disaar  3 IN 1 Anti-Dark Spots Vitamin C Facial Cleanser, Serum And Eye Cream Set","KSh 1,199",N/A,N/A
Roushun Vitamin C Serum (Anti-Aging Serum)---30ml,KSh 476,KSh 510,N/A
Fruit Of The Wokali Snail Repairing Anti-aging Cream+Vitamin C Facial Serum,KSh 835,"KSh 1,000",N/A
Disaar Vitamin E Brightening Anti-Wrinkle Anti Aging Face Serum,KSh 499,KSh 899,N/A
Dr. Rashel Vitamin E Dark Spots Corrector Face Serum,KSh 526,KSh 800,5 out of 5
90pcs Vitamin E oil Essence Capsules Anti-aging Serum Spot Acne Removing Whitening Cream Essence VE Facial Freckle Capsule,KSh 270,KSh 470,N/A
Guanjing Retinol Face Serum With Nicotinamide And Vitamin E Facial Serum,KSh 380,KSh 700,N/A
Aichun Beauty Natural Vitamin E Face Serum Brightening Lifting Eyes,KSh 599,N/A,5 out of 5
Dr.Comely Vitamin E Facial Serum,KSh 844,"KSh 1,299",N/A
"Aichun Beauty Whitening & Brightening Vitamin E Serum, 30ml",KSh 360,KSh 650,N/A
Fruit Of The Wokali Wokali Vitamin E Anti-Aging Serum,KSh 650,KSh 900,5 out of 5
Aichun Beauty Natural Vitamin E Serum Brightening Lifting Eye,KSh 340,KSh 650,5 out of 5
Disaar Vitamin E Skin Care Cream + Serum With Sunflower Oil,KSh 699,"KSh 1,100",5 out of 5
Dr. Rashel Vitamin A Retinol Age-defying & Rejuvenating Skin Face Serum+ Cream.,KSh 950,"KSh 1,200",N/A
Dr. Rashel Vitamin E Dark Spots Corrector Face Serum,KSh 499,KSh 900,N/A
Dr. Rashel Vitamin A Retinol Age-Defying Face Serum-30ml,KSh 590,N/A,4.4 out of 5
Garnier BRIGHT COMPLETE 30X VITAMIN BOOSTER SERUM 30 ML,"KSh 1,699","KSh 1,799",4.1 out of 5
"Aichun Beauty Aloe Vera 99% Collagen +Vitamin E Face Serum, 30ml",KSh 420,KSh 600,N/A
Aichun Beauty Snail 99% Vitamin E Serum  + Collagen Face Serum,KSh 327,KSh 600,5 out of 5
"Dr. Rashel Aloe Vera Collagen+Vitamin E Face Serum,50ml",KSh 448,KSh 800,3.6 out of 5
Dr. Rashel Vitamin A Retinol Anti-aging &hydrating Face Serum,KSh 579,"KSh 1,000",N/A
Mabox Retinol Cream Serum Retinol Moisturizer Vitamin E And Green Tea,"KSh 1,200","KSh 2,099",4.7 out of 5
Goldie Perlay Goldie Vitamin E And B5 Arbutin Brightening Serum,KSh 699,KSh 999,5 out of 5
"Aichun Beauty Moisturizing Anti Wrinkle 100% Natural Vitamin E Eye Serum, 30ml",KSh 950,N/A,N/A
Dr. Rashel Vitamin A Retinol Serum Age-Defying And Rejuvenation,KSh 520,KSh 800,4.2 out of 5
ESTELIN Vitamin A Retinol Age-Defying Face Serum - 30ml,KSh 800,"KSh 1,900",N/A
ESTELIN  Vitamin A Retinol Age-Defying Face Serum - 30ml,KSh 799,"KSh 1,200",N/A
"SADOER 4 IN 1 Skin Care Set Sadoer Vitamin E Moisturizing Gel, Face Cream, Hand Cream And Serum",KSh 999,"KSh 2,100",N/A
Dr. Rashel Vitamin E Dark Spots Corrector Face Serum,KSh 599,N/A,4.8 out of 5
Aichun Beauty Vitamin E Serum Brightening Lifting Eye & Face- 30ml,KSh 399,KSh 700,N/A
Vitamin E Oil Serum Anti-aging Moisturizer Vitamin E Oil,KSh 250,KSh 499,N/A
Disaar Vitamin E Oil Serum 70000IU-75ml.,KSh 599,KSh 800,4.5 out of 5
Guanjing Retinol With Nicotamide And Vitamin E Face Serum -40ml,KSh 399,KSh 650,4.8 out of 5
Mabox Retinol Cream Retinol Moisturizer Vitamin E & Green Tea  Serum,"KSh 1,200","KSh 1,899",3.8 out of 5
"Aichun Beauty Remove Scars Whitening Facial Serum-Kojic Acid&VitaminE,30ml",KSh 395,KSh 700,4 out of 5
Dr. Rashel Vitamin A Retinol Age-defying & Rejuvenating Skin Face Serum+ Cream.,KSh 980,N/A,4.2 out of 5
Mabox Retinol Serum Retinol Cream Vitamin E Green Tea Face Serum,"KSh 1,200","KSh 1,899",4.3 out of 5
Dr. Rashel Vitamin E Dark Spots Corrector Serum,KSh 529,"KSh 1,000",5 out of 5
Dr. Rashel Aloe Vera(Collagen+Vitamin E) Face Serum - 50ml,KSh 630,KSh 800,4.9 out of 5
Mabox Original Retinol Cream Serum Retinol Moisturizer Vitamin E And Green Tea,"KSh 1,200","KSh 1,899",5 out of 5
Dr. Rashel Vitamin E Dark Spots Corrector Cream+Serum+Cleanser,"KSh 1,464","KSh 1,800",4 out of 5
Aloe Vera Dr. Rashel Aloe Vera Collagen + Vitamin E Face Serum,KSh 520,KSh 700,4.8 out of 5
"Bio Balance Moisturizing Pure Retinol 0,3% + Vitamin E 2% Super Serum- Clears Dark Spots & Pores","KSh 3,499","KSh 5,900",N/A
"BIOAQUA New Vitamin E Manuka Honey Body Lotion, Cleanser & Serum Moisturizing Series",KSh 849,"KSh 1,120",N/A
Aichun Beauty 100% Natural Vitamin E Serum Brightening Lifting Eye & Face,KSh 349,KSh 500,2 out of 5
"Aichun Beauty Aloe Vera 99% Collagen +Vitamin E Face Serum, 30ml",KSh 327,KSh 600,4 out of 5
ESTELIN Esteli Vitamin A Retinal Face Serum,KSh 599,"KSh 1,100",N/A
dr davey Licorice Root Serum For Skin Acne – Anti Aging Face & Eye Serum With Vitamin B3,KSh 559,KSh 999,1 out of 5
Dr. Rashel AloeVera Collagen + Vitamin E Face Serum - 50 Ml,KSh 500,KSh 899,5 out of 5
Dr. Rashel Aloe Vera Collagen + Vitamin E Face Serum,KSh 434,KSh 800,N/A
Pretty Cowry Vitamin A Carrot Extract Retinol Serum,KSh 600,N/A,N/A
Aichun Beauty 100% Natural Vitamin E Serum Lifting Eye & Face,KSh 340,KSh 600,4.3 out of 5
Aichun Beauty AloeVera 99% Collagen+VitaminE Face Serum-30ml,KSh 380,KSh 399,N/A
DR MEINAIER Acetyl Hexapeptide-8 Vitamin E Facial Serum - 100ml,KSh 699,"KSh 1,000",N/A
Eva Anti-Ageing Vitamin A Face Serum – 30ml,"KSh 3,850","KSh 4,200",N/A
Guanjing Retinol Face Serum With Nicotinamide And Vitamin E Facial Serum -40ml,KSh 380,KSh 600,N/A
Dr. Rashel Aloe Vera Collagen + Vitamin E Face Serum,KSh 499,KSh 800,4.1 out of 5
"Aichun Beauty Moisturizing Anti Wrinkle 100% Natural Vitamin E Eye Serum, 30ml",KSh 340,N/A,5 out of 5
"Dr. Rashel Aloe Vera Collagen + Vitamin E Face Serum  Anti - Wrinkle, Smooth Hydrates & Moisture Skin",KSh 800,N/A,5 out of 5
QBD Young Skin Vitamin E + HA Facial Serum Visage - 100ml,KSh 619,"KSh 1,200",3 out of 5
Dr. Rashel Aloe Vera Collagen + Vitamin E Face Serum,KSh 450,KSh 750,3 out of 5
"Dr. Rashel Vitamin A Retinol Age-Defying And Rejuvenation  Serum, 30ml","KSh 1,200",N/A,5 out of 5
"Aichun Beauty EGGS Collagen & Vitamin E Skin Care Face Serum, 30ml",KSh 600,"KSh 1,000",N/A
Aichun  Beauty Snail Vitamin E +collagen Face Serum,KSh 325,KSh 500,N/A
Aichun Beauty Snail Vitamin E +collagen Face Serum,KSh 322,KSh 500,N/A
Guanjing Retinol Face Serum With Nicotinamide And Vitamin E Facial Serum -40ml,KSh 800,"KSh 1,400",N/A
"Ultra Pure Vitamin E Anti-aging Serum -Multi-function Essence,40ml",KSh 480,KSh 800,N/A
"Jumiso All Day Vitamin Serum, Brightening & Balancing Facial Serum 30ml","KSh 5,250","KSh 6,000",N/A
Mabox Retinol Cream Retinol Serum Vitamin E Green Tea Face Serum,"KSh 1,250","KSh 1,899",4.7 out of 5
LA Pure Vitamin C10 Serum (30ml) (Antioxidant),"KSh 3,699","KSh 4,599",N/A
Aichun Beauty Natural Vitamin E Face Serum Brightening Lifting Eyes,KSh 340,KSh 500,5 out of 5
Csk 90pcs Vitamin E Essence Capsules Anti-aging Serum Spot,KSh 345,KSh 350,5 out of 5
Jumiso All Day Vitamin Brightening & Balancing Serum 30ml,"KSh 3,650","KSh 4,500",N/A
Dr. Rashel Vitamin E Dark Spots Corrector Face Serum,KSh 760,KSh 800,5 out of 5
Fruit Of The Wokali Ultra Pure Vitamin E Serum Multifunction Essence Anti-aging Serum - 40ml,KSh 849,N/A,N/A
Dr. Rashel Vitamin E Dark Spots Corrector Facial Cream + Serum,"KSh 1,099",N/A,3 out of 5
Vitamin E Dark Spots Corrector Face Cream+serum+toner,"KSh 1,699",N/A,N/A
White Secret Concentrate Lightening Unifying Complexion Vitamin E Serum,"KSh 1,000","KSh 1,200",N/A
Disaar Vitamin E Face Serum Moisturizing Essence Sunflower Oil Anti-Wrinkle Skin Repair Replenish 30ml,KSh 360,N/A,N/A
Aichun Beauty Eggs 99% Vitamin E + Collagen Face Serum Whitening Lifting Smoothing Oil Control Acne Perfecting Primer,KSh 340,N/A,5 out of 5
Csk 90pcs Vitamin E Essence Capsules Anti-aging Serum Spot Acne Removing Whitening Cream Essence VE Facial Freckle Capsule,KSh 329,KSh 599,N/A
"Disaar Facial Moisturising Vitamin E Serum For Skin, 30ml",KSh 357,KSh 600,N/A
Fruit Of The Wokali Ultra Pure Vitamin E Multifunction Essence Antiaging Serum 40ml,KSh 520,"KSh 1,200",4.3 out of 5
Aichun Beauty Snail 99% Vitamin E + Collagen Face Serum,KSh 380,N/A,N/A
Palmer's Cocoa Butter Formula With Vitamin E Scar Serum -30ml.,"KSh 2,950","KSh 3,450",N/A
Dr. Rashel Aloe Vera(Collagen+Vitamin E) Face Serum - 50ml,KSh 550,KSh 800,N/A
Aichun Beauty Serum 99% Vitamin E Collagen Face Whitening - Snail,KSh 326,KSh 600,4.4 out of 5
Dr. Rashel Vitamin E Dark Spot Corrector Serum+ Vitamin E cream,"KSh 1,600",N/A,N/A
Aloe Vera AloeVera Collagen + Vitamin E Face Serum - 50 Ml,KSh 525,KSh 700,4.4 out of 5
Aichun Beauty Natural Vitamin E Face Serum Brightening Lifting Eyes,KSh 395,KSh 500,N/A
Fruit Of The Wokali Ultra Pure Vitamin E Serum 40ML,KSh 400,KSh 800,N/A
Dr. Rashel Vitamin E Dark Spots Corrector Face Serum,KSh 780,"KSh 1,000",N/A
Fruit Of The Wokali Vitamin E  Anti-Aging Serum - 40 ml,KSh 605,N/A,4.5 out of 5
Dr. Rashel Vitamin E Dark Spots Corrector Face Serum For Pigmentation,KSh 650,KSh 950,N/A
Guanjing Retinol Face Serum With Nicotinamide And Vitamin E Facial Serum -40ml,KSh 450,KSh 800,N/A
"Dr. Rashel Aloe Vera Collagen + Vitamin E Face Serum, 50ml",KSh 449,KSh 700,3.5 out of 5
Aichun Beauty Aloe Vera 99% Vitamin E + Collagen Face Serum- 30ml,KSh 399,KSh 600,N/A
Dr. Rashel Products 30ml Vitamin E Dark Spots Corrector Face Serum,KSh 640,KSh 990,4 out of 5
A1CS 90pcs Vitamin E Essence Capsules Anti-aging Serum Spot Acne Removing Whitening Cream Essence VE Facial Freckle Capsule ,KSh 345,KSh 599,N/A
Aichun Beauty Kojic Acid & Vitamin E Anti-Scar Facial Serum,KSh 475,N/A,N/A
La Roche-Posay Pure Vitamin C10 Serum 30ML,"KSh 9,299","KSh 10,000",N/A
"Dr. Rashel Vitamin A Age Defying Retinol Serum,Cleanser, Cream & Toner","KSh 1,999","KSh 3,000",4 out of 5
Dr. Rashel Vitamin A Retinol Anti-aging &hydrating Face Serum,KSh 595,KSh 890,4.4 out of 5
Iunik Propolis Vitamin Synergy Serum,"KSh 2,450",N/A,N/A
White Secret Secret Concentrate Lightening Complexion Vitamin E Serum,"KSh 1,300","KSh 2,600",N/A
"Clear Mabox Retinol Serum For Face (Hyaluronic Acid, Vitamin E)","KSh 1,449","KSh 2,099",N/A
"QBD Young Skin Vitamin E, Ascorbic Acid, Niacinamide  +HA  Serum",KSh 650,KSh 799,N/A
"JOY REVIVIFY Niacinamide Glow boster Sunscreen Serum SPF 40 PA+++ with Vitamin C. Reduces ACNE Marks, Dark Spots, Glows, Moisturizes, Prevent Photo-Ageing, Evens the skin tone & Protects Against UV-Rays","KSh 1,279",N/A,N/A
Dr. Rashel Aloe Vera Collagen + Vitamin E Face Serum,KSh 434,KSh 800,N/A
Dr. Rashel Aloe Vera Collagen + Vitamin E Face Serum,KSh 549,N/A,N/A
Dr. Rashel Aloe Vera Collagen + Vitamin E Face Serum + Moisture Cream,KSh 829,"KSh 1,000",4.7 out of 5
DR MEINAIER Green Tea Bamboo Face Serum With Hyaluronic Acid & Vitamin E,KSh 599,"KSh 1,000",5 out of 5
"Clear  Mabox Retinol Serum For Face (Hyaluronic Acid, Vitamin E)","KSh 1,999","KSh 3,222",N/A
"Disaar Vitamin E Oil Serum 70000IU,75ml",KSh 897,"KSh 1,500",4 out of 5
Aichun Beauty Snail 99% Collagen + Vitamin E Face Serum - 30ml,KSh 499,"KSh 1,000",5 out of 5
Dr. Organic Vitamin E Scar & Stretch Mark Serum,"KSh 4,690","KSh 4,990",5 out of 5
Dr. Rashel Vitamin E Dark Spots Corrector Face Serum- 30ml,KSh 699,N/A,N/A
Aloe Vera Dr. Rashel Collagen + Vitamin E Face Serum,KSh 549,"KSh 1,000",N/A
Aichun Beauty VITAMIN E Whitening And Brightening Face Serum 100% Natural,KSh 340,KSh 650,N/A
Dr. Rashel Products 30ml Vitamin E Dark Spots Corrector Face Serum,KSh 640,KSh 990,N/A
Palmer's Cocoa Butter Formula With Vitamin E Scar Serum -30ml.,"KSh 2,050",N/A,N/A
"Aichun Beauty Aloe Vera 99% Collagen +Vitamin E Face Serum, 30ml",KSh 999,N/A,N/A
Mabox Retinol Cream Retinol Moisturizer Vitamin E & Green Tea Serum,"KSh 1,245","KSh 1,985",N/A
 VITAMIN E DARK SPOT CORRECTOR FACE SERUM,"KSh 1,000",N/A,N/A
Csk 90pcs Vitamin E Essence Capsules Anti-aging Serum Spot,KSh 345,KSh 350,5 out of 5
Dr. Rashel RETINOL Vitamin A Face LOTION + Facial SERUM,"KSh 1,999",N/A,N/A
Disaar Vitamin E Face Serum Moisturizing Essence Sunflower Oil Anti-Wrinkle Skin Repair Replenish 30ml,KSh 360,N/A,N/A
"Jumiso All Day Vitamin Serum, Brightening & Balancing Facial Serum 30ml","KSh 5,250","KSh 6,000",N/A
"JOY REVIVIFY BLEMISH CLEARING & Skin RENEWING Face Serum with Niacinamide & Vitamin C. Firms, Moisturizes, Fade Dark Spots, Removes Acne, Brightens, Smooths, Evens the skin tone, Fades Blemishes & Acne Marks","KSh 1,499",N/A,N/A
Mabox Vitamin B3 Serum Niacinamide Serum,"KSh 1,799","KSh 1,999",N/A
Aichun Beauty Snail Vitamin E +collagen Face Serum,KSh 322,KSh 500,N/A
BIOAQUA 4 in 1 Vitamin E Manuka Honey Moisturizing Lip balm+ Face Serum+ Manuka Honey Face Cleanser+ Manuka Honey soap,"KSh 2,500","KSh 2,700",N/A
Aichun Beauty Eggs Skin Care Collagen + Vitamin E Whitening Face Serum,KSh 388,N/A,3 out of 5
"Dr. Rashel Vitamin A Age Defying Retinol Serum,Cleanser, Lotion& Toner","KSh 2,370","KSh 3,000",5 out of 5
QBD Young Skin Vitamin B5+ AHA Facial Serum - 100ml,KSh 819,N/A,N/A
Vitamin E Dark Spots Corrector Face Cream+serum+toner,"KSh 1,699",N/A,N/A
Aichun Beauty Aloe Vera 99% Collagen +Vitamin E Face Serum Oil Free for Types of skin,KSh 700,N/A,N/A
"Disaar Facial Moisturising Vitamin E Serum For Skin, 30ml",KSh 357,KSh 600,N/A
Eva Anti-Ageing Vitamin A Face Serum – 30ml,"KSh 3,850","KSh 4,200",N/A
BIOAQUA Vitamin E Manuka Honey Serum Softening Skin Deep Nourishing Moisturizing,KSh 384,N/A,N/A
Dr. Rashel Vitamin E Dark Spots Corrector Face Serum- 30ml,KSh 699,N/A,N/A
Mabox Retinol Cream Retinol Serum Vitamin E Green Tea Face Serum,"KSh 1,700","KSh 1,800",N/A
"Aichun Beauty Aloe Vera 99% Collagen +Vitamin E Face Serum, 30ml",KSh 999,N/A,N/A
Dr. Rashel Vitamin E Dark Spots Corrector Face Serum,KSh 499,KSh 900,N/A
Fruit Of The Wokali Ultra Pure Vitamin E Multifunction Essence Antiaging Serum 40ml,KSh 520,"KSh 1,200",4.3 out of 5
"Dr. Rashel 50ml,Aloe Vera Collagen+Vitamin E Face Serum Toner",KSh 598,N/A,N/A
"Clear  Mabox Retinol Serum For Face (Hyaluronic Acid, Vitamin E)","KSh 1,999","KSh 3,222",N/A
White Secret Concentrate Lightening Unifying Complexion Vitamin E Serum,KSh 600,N/A,3.5 out of 5
"YC Donkey Milk Anti-Wrinkle Whitening Serum With Vitamin C. Whiten Dark Spots, Marks and remove Blemishes","KSh 1,399",N/A,N/A
Disaar Face Serum With Vitamin E And Sunflower Oil,"KSh 1,400",N/A,N/A
Fruit Of The Wokali Ultra Pure Vitamin E Multifunction Anti Aging Essence Serum,KSh 730,KSh 999,N/A
Dr. Rashel Aloe Vera AloeVera Collagen + Vitamin E Face Serum - 50 Ml,"KSh 1,000","KSh 2,000",N/A
"Disaar Vitamin E Oil Serum 70000IU,75ml",KSh 897,"KSh 1,500",4 out of 5
Dr. Rashel Vitamin E Dark Spots Corrector Serum,KSh 620,KSh 720,N/A
Lighten Up  Face  Serum  with Vitamin D spot corrector,"KSh 19,000","KSh 20,000",N/A
Aichun Beauty Carrot Collagen Vitamin E Lightening Face Serum,KSh 600,"KSh 1,000",N/A
Iunik Propolis Vitamin Synergy Serum,"KSh 2,450",N/A,N/A
 VITAMIN E DARK SPOT CORRECTOR FACE SERUM,"KSh 1,000",N/A,N/A
Aichun Beauty Snail Vitamin E +collagen Face Serum,KSh 335,KSh 500,N/A
Fruit Of The Wokali Ultra Pure Vitamin E Serum Multifunction Essence Anti-aging Serum - 40ml,KSh 849,N/A,N/A
"Aichun Beauty Aloe Vera 99% Collagen +Vitamin E Face Serum, 30ml",KSh 332,N/A,N/A
LA Pure Vitamin C10 Serum (30ml) (Antioxidant),"KSh 3,699","KSh 4,599",N/A
Fruit Of The Wokali Ultra Pure Vitamin E Anti- Aging Serum,KSh 899,"KSh 1,000",N/A
Disaar Facial Moisturising Vitamin E Serum,KSh 350,KSh 650,N/A
Aichun Beauty Snail 99% Collagen + Vitamin E  Face Serum,KSh 500,N/A,4 out of 5
Roushun Naturals Vitamin E Serum For Skin Care 30ML,"KSh 1,000","KSh 1,500",N/A
"YC Donkey Milk Anti-Wrinkle Whitening Serum With Vitamin C. Whiten Dark Spots, Marks and remove Blemishes","KSh 1,399",N/A,N/A
ESTELIN Vitamin A Retinol Age-Defying Face Serum ,KSh 800,N/A,N/A
Fruit Of The Wokali Vitamin E Multifunction Essence Antiaging Serum 40ml,KSh 547,KSh 900,4 out of 5
Aichun Beauty Natural Vitamin E Face Serum Brightening Freckle Moisturize,KSh 349,KSh 500,N/A
Vitamin E Dark Spots Corrector Facial Cream + Serum,"KSh 1,450",N/A,N/A
AloeVera Collagen + Vitamin E Face Serum - 50 Ml,"KSh 1,000","KSh 2,000",N/A
"Aichun SNAIL Collagen & Vitamin E Skin Care Face Serum, 30ml",KSh 899,N/A,N/A
Fruit Of The Wokali Ultra Pure Vitamin E Anti-Aging Face Serum,KSh 662,N/A,N/A
SADOER Vitamin E Moisturizing Face Cream+Face Serum ,"KSh 1,230","KSh 2,400",N/A
Guanjing Retinol With Nicotamide And Vitamin E Face Serum ,KSh 449,KSh 800,N/A
Aichun Beauty Snail 99% Vitamin E + Collagen Face Serum- 30ml.,KSh 399,KSh 600,N/A
BIOAQUA 4 in 1 Vitamin E Manuka Honey Moisturizing Lip balm+ Face Serum+ Manuka Honey Face Cleanser+ Manuka Honey soap,"KSh 2,500","KSh 2,700",N/A
Aichun Beauty Scar Removal Facial Serum With Kojic Acid And Vitamin E,KSh 690,KSh 900,N/A
Fruit Of The Wokali Ultra Pure Vitamin E Serum,KSh 899,"KSh 1,500",N/A
Dr. Rashel Vitamin E Dark Spots Corrector Face Serum,"KSh 1,000","KSh 1,200",N/A
Fruit Of The Wokali Ultra Pure Vitamin E Antiaging Serum,"KSh 1,000","KSh 1,200",N/A
Dr. Rashel Aloe Vera Vitamin E Face Serum,KSh 899,N/A,N/A
White Secret Concentrate Lightening Unifying Complexion VitaminE Serum,"KSh 1,800",N/A,3 out of 5
Dr. Rashel Aloe Vera Aloe Vera Collagen + Vitamin E Face Serum - 50 Ml,KSh 525,"KSh 1,000",N/A
Dr. Rashel Aloe Vera Vitamin E Serum,KSh 524,KSh 700,N/A
Aichun Beauty Eggs 99% Vitamin E + Collagen Face Serum,"KSh 1,600",N/A,N/A
Dr. Rashel Aloe Vera Collagen With Vitamin E Face Serum,KSh 500,KSh 800,N/A
Aichun Beauty Aloe Vera 99% Collagen +Vitamin E Face Serum--,KSh 850,N/A,N/A
Dr. Rashel Aloe Vera Collagen & Vitamin E Face Serum - 50ml,KSh 999,N/A,N/A
"Aichun Beauty Carrot 99% Vitamin E,Collagen Face Serum--",KSh 999,N/A,N/A
Aichun Beauty Snail Vitamin E +collagen Face Serum,KSh 323,KSh 600,N/A
Fruit Of The Wokali Ultra Pure Vitamin E Multifunction Essence Antiaging Serum 40ml,"KSh 1,150","KSh 1,400",N/A
"Aichun Beauty Aloe Vera 99% Collagen +Vitamin E Face Serum,","KSh 1,600",N/A,N/A
"Fruit Of The Wokali Vitamin E  Serum, fades sun spots, discoloration and refine skin texture","KSh 1,000",N/A,4.5 out of 5
Dr. Rashel Vitamin E Dark Spots Corrector Face Serum,"KSh 1,000","KSh 1,200",N/A
Aichun Beauty  Snail 99% Vitamin E + Collagen Face Serum,KSh 340,KSh 600,N/A
Aichun Beauty 99% Collagen+Vitamin E Whitening&Lightening Face Serum-30ml.,KSh 545,"KSh 1,000",N/A
Aichun Beauty Scar Removal Facial Serum With Kojic Acid And Vitamin E,KSh 392,KSh 500,N/A
Aichun Snail 99% Vitamin E + Collagen Face Serum,KSh 451,N/A,N/A
Dr. Rashel RETINOL Vitamin A Face LOTION + Facial SERUM,"KSh 1,999",N/A,N/A
"Aichun Beauty Aloe Vera 99% Collagen +Vitamin E Face Serum, 30ml",KSh 450,N/A,N/A
Dr. Rashel Vitamin E Dark Spots Corrector Face Serum,KSh 499,KSh 900,N/A
Aichun Beauty Aloe vera 99% Face Serum With Collagen + Vitamin E,KSh 650,"KSh 1,000",N/A
"Aichun Moisturizing Anti Wrinkle 100% Natural Vitamin E Face Serum, 30ml",KSh 850,N/A,N/A
Fruit Of The Wokali Pure Vitamin E Serum Anti-Aging/brightening/smooth Skin,KSh 740,"KSh 1,480",N/A
Aichun Beauty Collagen&VitaminE Brightening Anti-wrinkle Face Serum-Blemishes&moisturizes,KSh 345,KSh 700,N/A
Disaar Vitamin E Beauty Skin Care Face Moisturizing Serum,KSh 618,"KSh 1,300",N/A
"Aichun Beauty Skincare serum snail anti aging anti wrinkle serum collagen, vitamin E  whitening facial serum",KSh 900,"KSh 1,500",N/A
QBD Young Skin Vitamin B5+ AHA Facial Serum - 100ml,KSh 999,N/A,N/A
QBD Young Skin Vitamin E + HA Facial Serum Visage,KSh 898,"KSh 1,799",N/A
Fruit Of The Wokali Ultra Pure Vitamin E Anti-Aging Face Serum,KSh 662,N/A,N/A
"Aichun Aloe Vera 99% Collagen +Vitamin E Face Serum, 30ml",KSh 335,KSh 600,N/A
Aichun Beauty Snail 99% Vitamin E Serum  + Collagen Face Serum  ,KSh 555,KSh 699,N/A
Pei Mei 100% Natural Vitamin E Serum Brightening Lifting Eye & Face,KSh 490,KSh 800,N/A
Aichun Beauty Aloe Vera 99% Face Serum With Collagen + Vitamin E,KSh 335,KSh 500,3.6 out of 5
Aichun Snail 99% Vitamin E + Collagen Face Serum,KSh 451,N/A,N/A
Aichun Beauty Scar Removal Facial Serum With Kojic Acid And Vitamin E,KSh 392,KSh 500,N/A
Dr. Rashel Aloe Vera Collagen + Vitamin E Face Serum - 50ml,KSh 449,KSh 600,N/A
DRMEINAIER Vitamin B5 Meinaier Cosmeceutical Face Serum,KSh 690,N/A,1 out of 5
Vitamin E Dark Spots Corrector Facial Cream + Serum,"KSh 1,450",N/A,N/A
Fruit Of The Wokali Vitamin E Multifunction Essence Antiaging Serum 40ml,KSh 547,KSh 900,4 out of 5
Aichun Beauty Collagen&VitaminE Brightening Anti-wrinkle Moisturizing Face Serum,KSh 345,KSh 600,N/A
"Aichun SNAIL Collagen & Vitamin E Skin Care Face Serum, 30ml",KSh 899,N/A,N/A
Guanjing Retinol With Nicotamide And Vitamin E Face Serum ,KSh 449,KSh 800,N/A
Aichun Beauty Snail 99% Vitamin E + Collagen Face Serum- 30 ml,"KSh 1,500",N/A,N/A
 Vitamin E Dark Spots Corrector Cream+Serum+Cleanser,"KSh 1,699",N/A,N/A
Vitamin Retinol Hyaluronic Acid Eye Serum Roller for Dark Circles Wrinkles Anti Aging -,"KSh 5,343","KSh 6,355",N/A
Aichun Beauty Serum 99% Vitamin E Collagen Face Whitening Lifting Smoothing Oil Control Acne Perfecting Primer,KSh 700,N/A,2 out of 5
Fruit Of The Wokali Wokali Ultra Pure Vitamin E Serum,KSh 999,N/A,1 out of 5
Dr. Rashel Aloe Vera Collagen + Vitamin E Face Serum,KSh 475,N/A,5 out of 5
Dr. Rashel Aloe Vera Collagen + Vitamin E Face Serum - 50ml,KSh 449,KSh 600,N/A
Aichun Beauty Snail Vitamin E +collagen Face Serum,KSh 600,N/A,N/A
Dr. Rashel Aloe Vera Collagen + Vitamin E Face Serum,KSh 600,"KSh 1,100",N/A
"Aichun Beauty SNAIL Collagen & Vitamin E Skin Care Face Serum, 30ml",KSh 719,KSh 919,N/A
"Aichun Beauty Aloe Vera 99% Collagen +Vitamin E Face Serum, 30ml",KSh 450,N/A,N/A
Dr. Rashel Aloe Vera(Collagen+Vitamin E) Face Serum - 50ml,KSh 550,KSh 900,N/A
Aichun Beauty Skin Care Snail  with collagen + Vitamin E Face Serum-30ml,KSh 450,KSh 800,N/A
Wokali  Ultra Pure Vitamin E Serum,KSh 699,KSh 999,N/A
Fruit Of The Wokali multifunctional essence Anti-aging vitamin E serum,KSh 799,N/A,N/A
